-0.001282762,0
-0.001288637,0.082091273
-0.001320773,0.122239819
-0.001275102,0.162384273
-0.001333484,0.202534303
-0.001278106,0.242685819
-0.001260814,0.324779273
-0.001365592,0.364936455
-0.001299828,0.405177243
-0.001238522,0.445391425
-0.001271177,0.488396212
-0.001273838,0.570484273
-0.001277913,0.610644576
-0.001255319,0.650818758
-0.001212596,0.690994667
-0.001268497,0.731157182
-0.001333317,0.813249273
-0.001304185,0.853412909
-0.001232498,0.893654788
-0.001354892,0.940741516
-0.001255332,0.980997364
-0.001224633,1.063091273
-0.001312059,1.103255606
-0.001301348,1.143422819
-0.00130518,1.183586394
-0.001211298,1.223749576
-0.00121473,1.305836273
-0.001317663,1.345996516
-0.001282865,1.386161576
-0.001267272,1.426326091
-0.001294391,1.466492546
-0.001269897,1.548578273
-0.001233427,1.588758546
-0.001299115,1.628920576
-0.001294044,1.669073152
-0.001273568,1.709250091
-0.001270036,1.791340273
-0.001334804,1.831502394
-0.001295059,1.871666758
-0.001300081,1.911834758
-0.001323935,1.951998697
-0.001326621,2.034089273
-0.001319697,2.074249788
-0.00124528,2.114418122
-0.001279701,2.154584273
-0.001325244,2.19474894
-0.001339564,2.276842273
-0.001292456,2.317001122
-0.001328432,2.357166697
-0.001292707,2.39733294
-0.001246562,2.437498364
-0.001316236,2.519588273
-0.001322557,2.559753667
-0.001291077,2.599921061
-0.001360208,2.640080031
-0.001200545,2.680246849
-0.001313871,2.762343273
-0.001219529,2.802507758
-0.001273934,2.842670606
-0.001290791,2.882835546
-0.001261394,2.923001394
-0.001270643,3.005093273
-0.001288211,3.045258152
-0.001310046,3.085418394
-0.001320594,3.125593819
-0.001285873,3.165832637
-0.00130214,3.247928273
-0.001368642,3.288083576
-0.001299267,3.328245909
-0.00128178,3.368410243
-0.001312377,3.408572606
-0.001266847,3.490666273
-0.001249669,3.530847606
-0.001359446,3.571010303
-0.001373007,3.611173516
-0.001272487,3.651334637
-0.0013096,3.733425273
-0.001306982,3.773576243
-0.001337305,3.813740576
-0.001323132,3.853922
-0.001344364,3.894096425
-0.001260477,3.976186273
-0.001272313,4.016340243
-0.001310751,4.056501091
-0.001311814,4.096667697
-0.001254964,4.136831455
-0.001299427,4.218924273
-0.001327141,4.259071364
-0.001328579,4.299255031
-0.00126919,4.339421879
-0.001274516,4.379581879
-0.00133539,4.461669273
-0.0012444,4.501834849
-0.001292905,4.542001667
-0.001304318,4.582164758
-0.00128686,4.622330576
-0.001311195,4.704424273
-0.001226008,4.744587606
-0.001298717,4.784766152
-0.0013253,4.824932091
-0.001314264,4.86509794
-0.001269832,4.947185273
-0.001300053,4.987343061
-0.001292232,5.027496606
-0.001331582,5.067661182
-0.001328586,5.10782794
-0.001284103,5.189922273
-0.001290297,5.230081606
-0.001304491,5.270253546
-0.001209792,5.31041797
-0.001335217,5.350585637
-0.001313407,5.432681273
-0.001231367,5.472828243
-0.001254737,5.512981637
-0.001227119,5.553143576
-0.0013374,5.593309637
-0.001315531,5.675400273
-0.001287294,5.715575485
-0.001298701,5.755731212
-0.001279048,5.795904212
-0.001219369,5.83608394
-0.001250393,5.918173273
-0.001223459,5.958337606
-0.001344952,5.998500819
-0.001285197,6.038667122
-0.001242549,6.078828819
-0.001289431,6.160921273
-0.001232105,6.201080303
-0.001269929,6.241244122
-0.001307111,6.281401334
-0.001305063,6.321567425
-0.001301777,6.403658273
-0.001204118,6.44383597
-0.001320279,6.484011728
-0.001275584,6.524163303
-0.001335721,6.564326455
-0.001279982,6.646420273
-0.001293868,6.686584606
-0.001286967,6.726748758
-0.001316547,6.766904576
-0.001281338,6.807068091
-0.001284058,6.889160273
-0.001274155,6.929322212
-0.001293996,6.969471455
-0.001297886,7.009623334
-0.001297102,7.049801485
-0.001272342,7.131887273
-0.00129462,7.172047273
-0.00127449,7.212214546
-0.001248024,7.252378606
